focal_length,pixel_pitch,midside_left_x_mm,midside_left_y_mm,midside_top_x_mm,midside_top_y_mm,midside_right_x_mm,midside_right_y_mm,midside_bottom_x_mm,midside_bottom_y_mm,corner_top_left_x_mm,corner_top_left_y_mm,corner_top_right_x_mm,corner_top_right_y_mm,corner_bottom_left_x_mm,corner_bottom_left_y_mm,corner_bottom_right_x_mm,corner_bottom_right_y_mm,principal_point_x_mm,principal_point_y_mm
151.78,0.02,,,,,,,,,-106.001,106.004,106.003,106.007,-106.000,-106.004,105.993,-105.997,0.008,0.006
