image_file_name,lon,lat,alt
DZB1216-500280L003001.tif,-18.784,64.786,160000
DZB1216-500280L004001.tif,-19.254,64.1,160000
DZB1216-500280L005001.tif,-19.701,63.412,160000
DZB1216-500280L006001.tif,-20.13,62.722,160000
