focal_length,pixel_pitch,midside_left_x_mm,midside_left_y_mm,midside_top_x_mm,midside_top_y_mm,midside_right_x_mm,midside_right_y_mm,midside_bottom_x_mm,midside_bottom_y_mm,corner_top_left_x_mm,corner_top_left_y_mm,corner_top_right_x_mm,corner_top_right_y_mm,corner_bottom_left_x_mm,corner_bottom_left_y_mm,corner_bottom_right_x_mm,corner_bottom_right_y_mm
1524,0.007,,,,,,,,,,,,,,,,
