focal_length,pixel_pitch,midside_left_x_mm,midside_left_y_mm,midside_top_x_mm,midside_top_y_mm,midside_right_x_mm,midside_right_y_mm,midside_bottom_x_mm,midside_bottom_y_mm,corner_top_left_x_mm,corner_top_left_y_mm,corner_top_right_x_mm,corner_top_right_y_mm,corner_bottom_left_x_mm,corner_bottom_left_y_mm,corner_bottom_right_x_mm,corner_bottom_right_y_mm
152.865,0.025,-110.004,-0.009,-0.003,109.999,110.013,0.024,0.009,-109.992,-105.998,105.985,105.996,106.006,-105.983,-106.005,106.001,-106.005
