image_file_name,lon,lat,alt
ARBCSRD00010006.tif,-111.716543,32.91516,3810
ARBCSRD00010007.tif,-111.716891,32.894945,3810
ARBCSRD00010008.tif,-111.716569,32.872712,3810
ARBCSRD00010009.tif,-111.716386,32.852701,3810
ARBCSRD00010015.tif,-111.757795,32.917873,3810
ARBCSRD00010016.tif,-111.758114,32.898835,3810
ARBCSRD00010017.tif,-111.757095,32.87903,3810
ARBCSRD00010018.tif,-111.758419,32.858726,3810
ARBCSRD00010019.tif,-111.758127,32.839222,3810
ARBCSRD00010026.tif,-111.797059,32.899094,3810
ARBCSRD00010027.tif,-111.79672,32.87909,3810
ARBCSRD00010028.tif,-111.79966,32.85737,3810
ARBCSRD00010029.tif,-111.800705,32.836591,3810
ARBCSRD00010030.tif,-111.801009,32.816908,3810
ARBCSRD00010031.tif,-111.800012,32.787904,3810
ARBCSRD00010032.tif,-111.80065,32.766529,3810
ARBCSRD00010033.tif,-111.799268,32.74521,3810
ARBCSRD00010034.tif,-111.799549,32.724799,3810
ARBCSRD00010045.tif,-111.84161,32.915572,3810
ARBCSRD00010046.tif,-111.840623,32.892995,3810
ARBCSRD00010047.tif,-111.840642,32.874865,3810
ARBCSRD00010048.tif,-111.840936,32.856131,3810
ARBCSRD00010049.tif,-111.841287,32.835237,3810
ARBCSRD00010050.tif,-111.839567,32.81465,3810
ARBCSRD00010051.tif,-111.84127,32.787904,3810
ARBCSRD00010052.tif,-111.841205,32.766948,3810
ARBCSRD00010053.tif,-111.841586,32.74626,3810
ARBCSRD00010054.tif,-111.842937,32.72434,3810
ARBCSRD00010066.tif,-111.882443,32.898218,3810
ARBCSRD00010067.tif,-111.883262,32.878935,3810
ARBCSRD00010068.tif,-111.882884,32.858905,3810
ARBCSRD00010069.tif,-111.882877,32.837943,3810
ARBCSRD00010070.tif,-111.882866,32.815964,3810
ARBCSRD00010071.tif,-111.883901,32.79001,3810
ARBCSRD00010072.tif,-111.882851,32.767617,3810
ARBCSRD00010073.tif,-111.88247,32.747251,3810
ARBCSRD00010074.tif,-111.883142,32.726587,3810
